id,date,tradeName,legalName,city,areaWithInCity,landlineNumber,mobileNumber,contactPerson,website,socialMediaLinks,about,about_us,logo,likes,tradeLicense,listingAgreement,featured,createdAt,updatedAt,userId
3a75bd17-f71a-4399-946b-ca4e39d09ee8,2021-01-21T23:33:01.404Z,Al Kendi Steel,Al Kendi Showroom Steel Cast,Abu Dhabi,AL Ain City,97100000000,971505011509,Khaled,"","""{\""youtube\"":\""https://www.instagram.com/al_kandi_showroom/?hl=fr\""}""",Please fill me,Please fill me,1611648703877.jpeg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,c33255fa-c1b7-465d-aec5-3f6870bc87ff
3a75c584-7176-45b0-8ddb-28e7f7bdd925,2021-03-17T11:12:46.155Z,Panorama,Panorama Trading,Sharjah,Industrial Area 4,97100000000,971566305566,Sayed,"","""{}""",Please fill me,Please fill me,1615983202098.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,f9fd15ef-3587-40ae-854f-65432809b8bf
3ae9d3fb-494f-4fd6-a5af-f8a29f48c298,2021-03-11T14:57:03.065Z,Blue Stream,Blue Stream Environmental Technology LLC,Dubai,National Industries Park,97148868478,971523760541,Nisha Samnani,https://bluestreamme.com/,"""{\""location\"":\""https://goo.gl/maps/WS8FDbTG6ZnQHYHB6\""}""","Bluestream is one of the best streetscape furnishing solutions in Dubai, UAE. We offer a long catalogue of landscape furniture to choose from. Built with precision and innovation in mind, Bluestream successfully provides an array of beautiful street furniture in landscape architecture that can add elegance to the city, making it look modern, attractive and welcoming. We have an attractive catalogue of park street furniture. Benches, bicycle racks, collards, planters, tree grates, park tables & benches, outdoor showers, fencing, drinking fountains, bus shelters, kiosks we provide them all.","Bluestream is one of the best streetscape furnishing solutions in Dubai, UAE. We offer a long catalogue of landscape furniture to choose from. Built with precision and innovation in mind, Bluestream successfully provides an array of beautiful street furniture in landscape architecture that can add elegance to the city, making it look modern, attractive and welcoming. We have an attractive catalogue of park street furniture. Benches, bicycle racks, collards, planters, tree grates, park tables & benches, outdoor showers, fencing, drinking fountains, bus shelters, kiosks we provide them all.",1615476584742.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-08-22 15:13:53.000000,9dd68abf-5d3a-42b3-bb85-d944b7bfb112
3af42b78-65eb-4ffe-baba-a149b668b757,2021-02-13T00:09:11.344Z,Galaxy Glass & Aluminum,Galaxy Glass & Aluminum Est.,Abu Dhabi,Musaffah M14,97100000000,971528026121,Shahas Hamza,"","""{}""",Please fill me,Please fill me,1613178829156.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,175c49ff-4235-4626-bb94-2f77a20ed883
3b8e0b38-c4d2-40f8-8398-e1d2fae1f7ac,2021-07-21T18:32:51.547Z,Rose Sale Water Pumps,Rose Sale Water Pumps Shop,Abu Dhabi,Al Ain City Industrial Area,97137219958,971504939780,Saini,"","""{}""",Please fill me,Please fill me,1626892897699.jpeg,0,"","",false,2021-07-21 18:41:37.719000,2021-07-21 18:41:37.000000,6a596818-1c45-47c6-805b-915ac93496be
3b9a2846-f78b-468a-8944-d997889da25e,2021-02-14T09:52:59.201Z,Amoriah,Amoriah Sanitary Ware Tr. EST.,Sharjah,Industrial Area 4,97165331600,971501734942,Adnan,http://www.amoriah.com/,"""{\""location\"":\""https://goo.gl/maps/6EK4o7WwdJ2d8TLQ9\""}""","Amoriah Sanitary Ware Tr. Est is one of the leading sanitary manufacturing and trading companies in the UAE having our operations in the Middle East and Africa since 2000.
We are offering a wide and extensive range of stylish, durable sanitary wares like","Amoriah Sanitary Ware Tr. Est is one of the leading sanitary manufacturing and trading companies in the UAE having our operations in the Middle East and Africa since 2000.
We are offering a wide and extensive range of stylish, durable sanitary wares like Wash Basin Mixer, Shower Mixer, kitchen sink mixer, Bathroom Accessories, Floor Drains, etc.",1613296882200.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,6789613e-b8aa-4ec4-92ef-e0bfbf58bea5
3c355093-2d82-4f6c-b6f3-24df7c5fada3,2021-01-28T15:17:30.462Z,Modern Central Kitchen,Modern Central Kitchen Est,Abu Dhabi,Hameem Street,97100000000,971504150499,Mohammad,"","""{\""location\"":\""https://maps.app.goo.gl/JA3mcW9mtrG6iEbF7\""}""","Modern Central Kitchen was established in 2001 in the UAE in Abu Dhabi, it is a pioneering company specialized in the trade of all types of kitchen equipment.","Modern Central Kitchen was established in 2001 in the UAE in Abu Dhabi, it is a pioneering company specialized in the trade of all types of kitchen equipment.",1611856828580.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-20 11:46:19.000000,26d82286-3997-45fd-9bb0-d44187c95f98
3c491a15-cc7d-4cd1-9516-8443b5850cd1,2021-04-29T23:14:00.585Z,Halda Light,Halda Light Electrical Trading co llc,Abu Dhabi,Musaffah M13,97125508542,971561322653,Mohiuddin,"","""{}""",Please fill me,Please fill me,1619740242512.jpeg,0,"","",false,2021-04-29 23:50:42.558000,2021-04-29 23:50:42.000000,3c77d304-3552-40ae-b633-d228a72b49ce
3c4f4d27-aae4-4633-a168-86822df98895,2021-03-17T11:12:46.155Z,Bab Al Shoula,Bab Al Shoula Building Material Tr. LLC,Sharjah,Industrial Area 4,97100000000,971556782939,Israr,"","""{\""location\"":\""https://g.page/union-mall-sh?share\""}""","Bab Al Shoula is the leading supplier in flooring material . Our company is situated in Industrial Area 4, Sharjah, UAE. We are supplying all the finishing material for flooring such as marble and ceramic tiles, tile glue and tile fillers. For any query related to these products, please get in touch with us.","Bab Al Shoula is the leading supplier in flooring material . Our company is situated in Industrial Area 4, Sharjah, UAE. We are supplying all the finishing material for flooring such as marble and ceramic tiles, tile glue and tile fillers. For any query related to these products, please get in touch with us.",1615982348497.jpeg,0,"","",false,2021-02-27 08:56:15.367000,2021-08-22 09:47:00.000000,4bd77e88-968b-4076-8cf5-01807637f45f
3c6d4f18-581a-4f77-9b1a-179ff33daedb,2021-02-17T15:15:55.232Z,NEST IT (Dubai),NEST Security & Surveillance Systems L.L.C,Dubai,Bur Dubai,97100000000,971508541186,Kalesh,https://www.nestitsolution.com/,"""{}""",Please fill me,Please fill me,1613576700548.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,26806a88-5b41-4512-b8cb-3b34ebe6d51c
406ed875-3e26-47fc-90f7-81d57e5c3361,2021-02-12T20:29:12.858Z,Coast Trading,Coast Trading L.L.C,RAK,Al Uraibi,97172281471,971506270041,Omar,"","""{}""",Please fill me,Please fill me,1613162933873.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,6e9e1c2c-edfe-4d37-895c-51e32f3eda20
40b95095-fcf0-407a-ac05-231d505bc40c,2021-08-16T15:55:30.466Z,Marhaba BMT,Marhaba Building Materials Trading Co. LLC,Dubai,Satwa,97143445555,971566538499,Md. Anwar Hossain,"","""{}""",Please fill me,Please fill me,1629134928880.jpg,0,"","",false,2021-08-16 17:28:48.994000,2021-08-16 17:28:49.000000,6c2a5039-5614-4140-8003-9cb2a16166d9
3cb669c1-2372-404f-b548-2c9e31a0f5a3,2021-01-26T16:22:28.337Z,Al Bahia,Al Bahia Sanitary & Electrical Material Trading,Ajman,Nuaimia 2,97167461898,971569106375,Rafiq,http://albahia-uae.com/,"""{\""location\"":\""https://goo.gl/maps/X8iA2scLgWBXCMtL8\""}""","Established in 1986, the Al BAHIYA Group is a diversified and dynamic business house with a strong corporate philosophy and a track-record of good governance. Al BAHIA Group has business verticals covering Building material supply, Tools & Hardware, Construction, Electrical & Lighting, Fire & Safety, & Electrical Installations,

Over the past decade, the group has grown into a successful multimillion-dollar business conglomerate through its ability to adapt to the changing needs in the market and acquiring exclusive international brands. Looking ahead, the group has positioned itself for a strong future through geographical diversification with presences in the UAE and other GCC countries and further afield.","Established in 1986, the Al BAHIYA Group is a diversified and dynamic business house with a strong corporate philosophy and a track-record of good governance. Al BAHIA Group has business verticals covering Building material supply, Tools & Hardware, Construction, Electrical & Lighting, Fire & Safety, & Electrical Installations,

Over the past decade, the group has grown into a successful multimillion-dollar business conglomerate through its ability to adapt to the changing needs in the market and acquiring exclusive international brands. Looking ahead, the group has positioned itself for a strong future through geographical diversification with presences in the UAE and other GCC countries and further afield.",1611678352366.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-05-18 22:14:40.000000,4fc358f2-74f4-42f3-88cd-0fd2dbbdde91
3cd7f510-255d-482f-898f-1f98f5955a45,2021-04-22T19:33:52.320Z,Well Gate,Well Gate Scaffolding Trading Co. LLC,Dubai,Garhoud,97142552700,971552130703,Roshith,http://www.wellgatescaffolding.com/,"""{\""location\"":\""https://goo.gl/maps/8GR1j7yBhKmbsPgx6\""}""","WELLGATE SCAFFOLDING has been established in Abu Dhabi to provide sufficient and prompt service to the requirements of the ever-growing construction industry, Oil & Gas sector and commercial projects throughout the UAE. Our experience in the market led us to participate major and iconic projects all over UAE. We have worked under the main contractors of ADNOC group of companies namely SAMSUNG, HYUNDAI etc for their Oil & Gas projects in the western region of Abu Dhabi.","WELLGATE SCAFFOLDING has been established in Abu Dhabi to provide sufficient and prompt service to the requirements of the ever-growing construction industry, Oil & Gas sector and commercial projects throughout the UAE. Our experience in the market led us to participate major and iconic projects all over UAE. We have worked under the main contractors of ADNOC group of companies namely SAMSUNG, HYUNDAI etc for their Oil & Gas projects in the western region of Abu Dhabi.",1619120889684.jpg,0,"","",false,2021-04-22 19:48:10.199000,2021-04-27 23:23:06.000000,6d1f5dc7-0e05-4a9f-b7e1-ce65b766d1fc
3cdb39cf-776c-49d2-b195-2367296a7cae,2021-07-21T18:32:51.547Z,Najmat Al Rolla,Najmat Al Rolla Building Mat. Trading,Sharjah,Rolla,97165954710,971502564532,Ranjeet,"","""{}""",Please fill me,Please fill me,1626894585849.jpg,0,"","",false,2021-07-21 19:09:46.723000,2021-07-21 19:09:46.000000,e4429ba6-3079-4b22-9cc5-8375445ed433
3ce42702-5609-4ea3-a207-8f486b89c1d2,2021-09-02T15:49:24.600Z,Tools Square Hardware Trading,Tools Square Hardware Trading,Abu Dhabi,Musaffah Industrial Area M 14,97125595095,971502858685,Dilshad,http://www.toolssquare.ae/,"""{}""",Please fill me,Please fill me,1630597991743.png,0,"","",false,2021-09-02 15:53:11.768000,2021-09-02 15:53:11.000000,b6a29bbe-96e1-4d8d-a31c-d72fddc1d3a6
3d1e3082-f5e5-4c39-8848-eadb52ef48d8,2021-09-12T09:42:07.788Z,Grand Sea Wrought Iron Shop,Grand Sea Wrought Iron Shop,Abu Dhabi,AL Ain City Industrial Area,97100000000,971503329143,Shafikul,"","""{}""",Please fill me,Please fill me,1631441077882.png,0,"","",false,2021-09-12 10:04:37.986000,2021-09-12 10:04:38.000000,563f2b45-4968-4d67-9864-5967d44ad8a0
3d2893c6-b4f1-45da-be20-7d2f1cd74b18,2021-04-22T19:33:52.320Z,Nova Home (Dubai),Nova Home Trading FZE,Dubai,Dragon mart - warsan (Intl city),97143688473,971559501905,Sheeraz,"","""{\""location\"":\""https://goo.gl/maps/Gowoot1DngwuF71DA\""}""","Having three showrooms in Sharjah, Dubai and Ajman, Nova Home  strives to provide the best service to all its customers in the UAE. We sell quality marble and ceramics tiles at the most competitive price. We will provide a range of options for you to consider including samples if required and provide a detailed quotation.","Having three showrooms in Sharjah, Dubai and Ajman, Nova Home  strives to provide the best service to all its customers in the UAE. We sell quality marble and ceramics tiles at the most competitive price. We will provide a range of options for you to consider including samples if required and provide a detailed quotation.",1619121575770.jpg,0,"","",false,2021-04-22 19:59:36.738000,2021-09-19 22:05:56.000000,9838b8eb-ce79-4e2f-9d6c-5ef7bae4c7ab
3d40bb93-adfd-4446-9280-9b4b5be1ec64,2021-09-12T09:42:07.788Z,Choosing Electrical & Sanitary Trading,Choosing Electrical & Sanitary Trading  LLC,Abu Dhabi,AL Ain City Industrial Area,97100000000,971504149408,Mohammed Jahangir,"","""{}""",Please fill me,Please fill me,1631442086414.jpeg,0,"","",false,2021-09-12 10:21:26.440000,2021-09-12 10:21:26.000000,5256a9e9-19a4-4dda-9e8e-8d6b5173e3b7
3d498f2e-eba7-491c-ab55-e721d7ed9d75,2021-07-22T19:28:40.043Z,Light Stone (Sharjah),Light Stone Factory,Sharjah,"Industrial Area 4, Binaa Center",97165424588,971529626116,Yousuf Mohamad Jamil,https://lightstone.ae/,"""{}""",Please fill me,Please fill me,1626982353621.jpg,0,"","",false,2021-07-22 19:32:33.804000,2021-07-22 19:32:33.000000,a2a4ac28-fc0d-444e-9153-502fb1b12724
3d57957a-9865-46f9-9ac7-a36f6ef2204c,2021-06-24T15:00:15.058Z,Al Imdad,Al Imdad Company Sale of Electricity Eqt&Fittings,Ajman,New Industrial Area,971559228017,971522459613,Iqbal,"","""{}""",Please fill me,Please fill me,1624548047111.jpg,0,"","",false,2021-06-24 15:20:47.964000,2021-06-24 15:20:48.000000,3efc31cf-452e-404c-ade4-aad354cb542d
3dad52d9-0ecd-4da8-a2f2-953ac2d4bedf,2021-01-30T11:50:18.063Z,Al Fareed Aluminium & Steel,Al Fareed Aluminium & Steel,Abu Dhabi,Digdagg Airport Road,97100000000,971557014140,Tawfiq,"","""{}""",Please fill me,Please fill me,1612007530991.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,b0ee07a5-a06f-44ec-811e-006410ca00a5
3df3aac9-099f-401b-9d5c-af20b044c509,2021-09-22T18:44:42.863Z,Anwar Al Khaleej Electrical,Anwar Al Khaleej Electrical Est,Abu Dhabi,Al Ain city industrial area,97137215152,971508385184,Ahmed,"","""{}""",Please fill me,Please fill me,1632337191052.png,0,"","",false,2021-09-22 18:59:51.950000,2021-09-22 18:59:52.000000,764c47a2-8507-4f3e-aab7-18c172ab823b
3e4be5d3-7120-4984-a05c-8758680a1e8e,2021-01-28T21:50:02.185Z,Ornina,Ornina Event Organizers,Dubai,Abuhail,97142681820,971506780688,Zakaria,http://www.orninaevents.com/,"""{\""location\"":\""https://goo.gl/maps/uLYA8k4v1tfVyC9u7\""}""","Fifteen glorious years of experience and wide knowledge in events, festival management within the UAE has made us ORNINA , proud to offer you the entire aforementioned bouquet at your service, along with our innovation.Ornina Foundation seeks to provide an integrated work of organizing concerts and weddings and happy occasions and provide tents for weddings with all the accessories, tables, chairs and decorations with roses.","Fifteen glorious years of experience and wide knowledge in events, festival management within the UAE has made us ORNINA , proud to offer you the entire aforementioned bouquet at your service, along with our innovation.Ornina Foundation seeks to provide an integrated work of organizing concerts and weddings and happy occasions and provide tents for weddings with all the accessories, tables, chairs and decorations with roses.",1611870749947.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-24 21:10:41.000000,30421a00-a57c-4d24-b71e-7613d3e4767b
49232212-2339-4b27-a231-4c335276ac45,2021-09-12T11:59:50.161Z,Omega Doors & Windows UPVC,Omega Doors & Windows Fixing,Abu Dhabi,Al Ain city industrial area,97137229800,971501418128,Belal,"","""{\""youtube\"":\""https://www.instagram.com/omega.upvc/?hl=en\""}""",Please fill me,Please fill me,1631571082652.jpg,0,"","",false,2021-09-12 13:24:51.337000,2021-09-13 22:11:24.000000,78329796-e038-4813-bb90-bb2a51d504d7
3e8f16af-56c2-4716-920f-b3f9883ec2e3,2021-01-28T08:34:02.092Z,Hawa,Hawa Kitchen & Wardrobe Preparing,Ajman,New Industrial Area,971561341346,971551142424,Abdul Salam,"","""{\""location\"":\""https://goo.gl/maps/ncBiMYj19kjF6sqv8\""}""","Hawa Kitchen & Wardrobe Preparing also known as Hawa Factory is located in new industrial area 2 of Ajman city, UAE. We customize, prepare and supply all kinds of kitchen sets, wardrobes, aluminum kitchen, sinks, wooden items, staircases and accessories.","Hawa Kitchen & Wardrobe Preparing also known as Hawa Factory is located in new industrial area 2 of Ajman city, UAE. We customize, prepare and supply all kinds of kitchen sets, wardrobes, aluminum kitchen, sinks, wooden items, staircases and accessories.",1611823535582.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-28 18:59:54.000000,3b7d1318-626b-4b7d-af1e-e499d2560dd4
3ea7c774-987f-4700-9059-b438cdfb1a1a,2021-02-12T15:41:57.631Z,Amana Aluminum & Glass,Amana Aluminum & Glass Works L.L.C,Fujairah,Al hail,97100000000,971507898711,Bebo,http://amanauae.com/,"""{\""facebook\"":\""https://www.facebook.com/amana.aluglass/\"",\""youtube\"":\""https://www.instagram.com/amana_aluminium_glass/\"",\""location\"":\""https://goo.gl/maps/hmdQhwrbpRCVmQWJ8\""}""","AMANA ALUMINIUM & GLASS WORKS is an aluminum and glass fabrication and installation company, established in 2000, with over 20 years of architectural experience in Fujairah, UAE. Over the years the company has undertaken many challenging projects and accumulated skills and have experience in aluminum fabrication and glass works. We mainly focus on the design, production and installation of Curtain wall, Aluminum Composite Panel Cladding, Skylights, Balustrade & handrails, swing doors, hinged doors, sliding doors, sliding windows, hinged windows, arched windows, partitions, automatic sliding doors, rolling shutters, security & safety amplimesh grills and other products.","AMANA ALUMINIUM & GLASS WORKS is an aluminum and glass fabrication and installation company, established in 2000, with over 20 years of architectural experience in Fujairah, UAE. Over the years the company has undertaken many challenging projects and accumulated skills and have experience in aluminum fabrication and glass works. We mainly focus on the design, production and installation of Curtain wall, Aluminum Composite Panel Cladding, Skylights, Balustrade & handrails, swing doors, hinged doors, sliding doors, sliding windows, hinged windows, arched windows, partitions, automatic sliding doors, rolling shutters, security & safety amplimesh grills and other products.",1613147089509.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-07 13:11:09.000000,24dec1e9-0267-4667-951b-3acbbeede90c
3ec8726b-66ad-4243-aa89-99e2b12db6ac,2021-09-12T11:59:50.161Z,Gallery Stones,Corian Al Mumayaz kitchen cabinets,Abu Dhabi,AL Ain City Industrial Area,97100000000,971506425291,Abdulkader al nasser &. (Asem his brother B.c),"","""{\""youtube\"":\""https://www.instagram.com/gallerystone.marble/?hl=en\""}""",Please fill me,Please fill me,1632057582830.png,0,"","",false,2021-09-12 12:01:45.145000,2021-09-19 13:19:43.000000,cc9eb662-9da9-4a79-9f4c-b92495683456
3f0be16d-fbd5-4863-b12b-6bb6b8e36cd1,2021-02-12T20:29:12.858Z,Galaxy Building Materials,Galaxy Building Materials Sales CO. L.L.C,Fujairah,Al hail,97192220998,971553112695,Febin,"","""{\""location\"":\""https://goo.gl/maps/b8UPDMwDHqjmBebw6\""}""","Galaxy Building Materials incorporated its new office in Fujairah with a motive to serve their clients with the latest and genuine equipment from all over the world with their knowledgeable people who are always ready to give their best when required. At Galaxy, we understand each of our clients as unique and try to deliver the best of services .","Galaxy Building Materials incorporated its new office in Fujairah with a motive to serve their clients with the latest and genuine equipment from all over the world with their knowledgeable people who are always ready to give their best when required. At Galaxy, we understand each of our clients as unique and try to deliver the best of services .",1613209974332.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-15 12:41:29.000000,ba099820-6c6b-45ad-9f45-5da171c47e7e
3f3a375d-39d7-4743-8f87-03da1f0a64e9,2021-06-28T20:56:19.817Z,Al Quds Stone & Marble,Al Quds for natural Stone & Marble LLC,Abu Dhabi,"Al Ain , Industrial Area",97137213773,971506430439,Mohamad Bakr,"","""{}""",Please fill me,Please fill me,1624827690617.jpg,0,"","",false,2021-06-27 21:01:30.813000,2021-06-27 21:01:30.000000,50463d8d-90b4-45e7-a1e9-9da4aa30687b
3f6efbf1-4c2a-40e4-ac23-aa98c8528c75,2020-12-27T12:46:14.635Z,Rashed Al Abdouli,Rashed Al Abdouli general trading,Dubai,Al Warsan 3,97142666399,971563404433,"",http://ra1gt6.wix.com/alabdouligt,"""{\""location\"":\""https://goo.gl/maps/bsX2etV2vMaPJpZ97\""}""","Rashed Al Abdouli General Trading is one of the sister company of Al Tadamon General Trading (R.A.K) located in Dubai ,UAE.  Dedicated offering for customers the best quality with high-end products of Sanitary Ware, Ceramic Tiles, Bathroom Accessories & Kitchen. Supported By customer service & integrity.","Rashed Al Abdouli General Trading is one of the sister company of Al Tadamon General Trading (R.A.K) located in Dubai ,UAE.  Dedicated offering for customers the best quality with high-end products of Sanitary Ware, Ceramic Tiles, Bathroom Accessories & Kitchen. Supported By customer service & integrity.",1611644336383.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-24 22:07:04.000000,a565c92c-e8eb-43b9-9a31-6259902519ee
3f79e1dc-a80c-4e96-818d-5cb059bd1be3,2021-01-21T19:42:06.630Z,Al Arabia International,Al Arabia International Furniture & Decor,Abu Dhabi,Musaffah,97126669983,971555713949,Yaslam,"","""{\""youtube\"":\""https://www.instagram.com/alarabia_intl/\"",\""location\"":\""https://goo.gl/maps/xsVfa1EWGhWBVL136\""}""","Al Arabia International Furniture & Decor is one of the leading home decors and luxury interiors in the UAE. Our team can provide  the most innovative creations for interior designs and we also offer a wide
selection of products that include unique furnit","Al Arabia International Furniture & Decor is one of the leading home decors and luxury interiors in the UAE. Our team can provide  the most innovative creations for interior designs and we also offer a wide
selection of products that include unique furniture and fabrics that are manufactured and selected carefully by our team of experts.
",1611647537829.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,a663c29d-3934-4893-9fc7-2282a600b035
3f9f138a-9751-4f85-8f00-2d6bf70fdd35,2021-03-10T15:45:20.023Z,Safety Electrical Trading,Safety Electrical Trading Company Wll,Abu Dhabi,Musaffah M 17,97125559259,971506316604,Rajesh Gurnani,"","""{\""facebook\"":\""https://www.facebook.com/pages/category/Local-Business/Safety-Electrical-Trading-Co-Wll-1725027481072651/\""}""",Please fill me,Please fill me,1615391322100.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,ee83307f-89c7-4048-b702-85029ec90465
3fafcd0f-1d03-435b-afc5-1fca72f30e09,2021-05-22T21:05:47.411Z,Burhani Hardware,Burhani Hardware  LLC,Abu Dhabi,Musaffah M9,97125538717,971506821240,Moiz Saeed,"","""{}""",Please fill me,Please fill me,1621721651763.jpg,0,"","",false,2021-05-22 22:14:12.853000,2021-05-22 22:14:13.000000,c44976a8-3006-4e65-bdc7-90fb2ea85c33
401798db-8863-4e05-8225-70a2832446d0,2020-11-26T20:00:00.000Z,Al Mismar,Al Mismar Building Materials Trading LLC,Sharjah,Al Nabba,971562052398,971537090293,Abu Jafar,"","""{\""location\"":\""https://goo.gl/maps/1i8dexw1JNFh58yz9\""}""","Established in 2016, Al Mismar Building Materials Trading LLC is specialized in supplying sanitary items, pipes, paints and gypsum material in Sharjah, UAE.","Established in 2016, Al Mismar Building Materials Trading LLC is specialized in supplying sanitary items, pipes, paints and gypsum material in Sharjah, UAE.",1611608159830.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-04-23 12:20:06.000000,4aa2755c-668c-4037-b80a-13c07b2fa2ed
402beb90-ee31-42ba-8c82-181b6b8dabfa,2021-09-12T09:42:07.788Z,Mashreq Al Madina Metal Works,Mashreq Al Madina Metal Works,Abu Dhabi,AL Ain City Industrial Area,97137219003,971558221740,Jinu Ambatt,"","""{}""",Please fill me,Please fill me,1632175133758.png,0,"","",false,2021-09-12 09:54:44.755000,2021-09-20 21:58:55.000000,df79e887-16a8-4cb5-979a-5eae7c4408a8
40629e4c-6dd5-433a-8c8c-0373b0e60cb6,2021-08-16T15:55:30.466Z,Laspinas,Laspinas Building Materials Trading LLC,Dubai,Satwa,97143325253,971554758300,Arun Radhakrishnan,http://www.laspinasgroup.com/,"""{}""",Please fill me,Please fill me,1629135242550.jpg,0,"","",false,2021-08-16 17:34:02.896000,2021-08-16 17:34:03.000000,ada8c11e-ee01-4ba4-8858-7142da9a22a3
40d4df08-0ece-4d5a-be06-cf9e7feb8475,2020-11-27T14:22:12.176Z,RAFCO,RAFCO Trading Company W.L.L.,Abu Dhabi,Al Najda Street,97126770057,971508299450,"",https://www.rafco.ae/,"""{\""location\"":\""https://g.page/RafcoTradingUAE?share\""}""","Rafco provides its customers with a vast range of products, systems and solutions
in the field of water technology including water treatment and filtration systems, water pumps, heaters
and packaged hot water systems, water cooling systems, heat/cool pump","Rafco provides its customers with a vast range of products, systems and solutions
in the field of water technology including water treatment and filtration systems, water pumps, heaters
and packaged hot water systems, water cooling systems, heat/cool pumps, heat exchangers,
swimming pools equipment, with emphasis on continuous product development, innovative
solutions and field support.",1611606066879.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,da7a509a-922a-40bc-abcc-e57c1ce0ef64
41224488-2d4d-4225-a329-00d857f54b89,2021-03-27T11:38:26.600Z,Vee Pee,Vee Pee Trading LLC,Abu Dhabi,Musaffah,97125533058,971552171303,Shahed,"","""{}""",Please fill me,Please fill me,1616846936896.jpeg,0,"","",false,2021-02-27 08:56:15.367000,2021-02-27 08:56:15.367000,aab7d637-4e40-431e-bdc8-9faf1dc8a5cd
41448cc1-23e5-4bd7-a3b2-86bd539b2b2a,2021-03-28T18:01:40.033Z,Midwest,Midwest Building Materials LLC,Abu Dhabi,Musaffah M10,97100000000,971557913746,Minhaz,"","""{\""location\"":\""https://g.page/MidWest10?share\""}""","Mid West Building Material is your largest one-stop-shop in the UAE for all the building material requirements. With thousands of products ready in stock, we ensure continuously and on-time delivery of material on-site, so your projects are delivered on promised time.

We have a wide range of sanitary fittings, electrical items, hardware & tools, high-quality PPR & PVC products along with safety equipment for industrial as well as residential projects.","Mid West Building Material is your largest one-stop-shop in the UAE for all the building material requirements. With thousands of products ready in stock, we ensure continuously and on-time delivery of material on-site, so your projects are delivered on promised time.

We have a wide range of sanitary fittings, electrical items, hardware & tools, high-quality PPR & PVC products along with safety equipment for industrial as well as residential projects.",1616959076787.jpeg,0,"","",false,2021-02-27 08:56:15.367000,2021-06-05 21:03:11.000000,ba4bd2b1-037c-4667-a3ba-fd0d74249af4
4148e798-aa95-4dfc-bdb1-1bfa2c50db67,2021-02-16T00:01:32.647Z,Decagon,Decagon Scaffolding & Engineering Co.,Dubai,Dubai Industrial City,97142563690,971554944321,Daisy,http://www.decagonme.com/,"""{\""facebook\"":\""https://www.facebook.com/DecagonScaffolding/\"",\""youtube\"":\""https://www.instagram.com/decagonscaffolding/\"",\""location\"":\""https://g.page/decagon-scaffolding-contracting?share\""}""","As the top scaffolding suppliers in UAE, we provide both the commercial and industrial sectors with scaffolding services. Our qualified and experienced employees are professionally trained to provide a consistently secure, effective and outstanding quality of service. We are a committed organization that specializes in turning the dreams of our customers into reality by providing them with the services and products that they need along the way. The relentless emphasis of our team on growth and enhancement is our greatest strength. Our business is completely committed to customer satisfaction services.","As the top scaffolding suppliers in UAE, we provide both the commercial and industrial sectors with scaffolding services. Our qualified and experienced employees are professionally trained to provide a consistently secure, effective and outstanding quality of service. We are a committed organization that specializes in turning the dreams of our customers into reality by providing them with the services and products that they need along the way. The relentless emphasis of our team on growth and enhancement is our greatest strength. Our business is completely committed to customer satisfaction services.",1613434821498.jpg,0,"","",false,2021-02-27 08:56:15.367000,2021-05-17 20:30:35.000000,1b1a275c-d06a-462e-adf2-12a706f0c5c4
4149ebc0-bbae-4500-aba4-a8d59c5d4a9e,2021-07-22T19:54:58.600Z,Safaya,Feras Kabbani Building Material Tr LLC,Sharjah,Industrial area 4,97100000000,971555490245,Zahid Ali,http://safaya.co.uk/,"""{}""",Please fill me,Please fill me,1626984497042.jpg,0,"","",false,2021-07-22 20:08:17.421000,2021-07-22 20:08:17.000000,75488e4c-8c79-4fce-95e1-19712084373c
